Score,Total Projected Pts,Total Cost,Proj Pts Weight,QB,SP1,SP2,SP3,SP4,SP5,SP6,SP7,D
9.34023,120.7,59900,0.67,dak prescott,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,drake london,emeka egbuka,trey mcbride,browns
9.33914,121.4,60000,0.67,dak prescott,rico dowdle,christian mccaffrey,jacory croskeymerritt,stefon diggs,george pickens,ladd mcconkey,trey mcbride,browns
9.33895,120.2,60000,0.67,baker mayfield,rico dowdle,jacory croskeymerritt,javonte williams,puka nacua,keenan allen,chris olave,sam laporta,browns
9.33891,119.8,59900,0.67,daniel jones,rico dowdle,jacory croskeymerritt,javonte williams,puka nacua,keenan allen,ladd mcconkey,sam laporta,browns
9.33865,120.0,59900,0.67,daniel jones,rico dowdle,josh jacobs,javonte williams,stefon diggs,george pickens,keenan allen,travis kelce,browns
9.33842,120.0,59600,0.67,daniel jones,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,keenan allen,zach ertz,browns
9.33799,121.2,59900,0.67,dak prescott,rico dowdle,rachaad white,jacory croskeymerritt,stefon diggs,drake london,puka nacua,sam laporta,browns
9.3379,119.6,59900,0.67,dak prescott,rico dowdle,jacory croskeymerritt,javonte williams,drake london,puka nacua,keenan allen,michael mayer,browns
9.33786,119.8,60000,0.67,daniel jones,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,drake london,emeka egbuka,travis kelce,browns
9.33785,122.3,60000,0.67,daniel jones,rico dowdle,christian mccaffrey,rachaad white,stefon diggs,drake london,keenan allen,trey mcbride,browns
9.33756,119.5,59700,0.67,daniel jones,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,keenan allen,travis kelce,browns
9.33694,121.6,59800,0.67,dak prescott,rico dowdle,christian mccaffrey,jacory croskeymerritt,stefon diggs,drake london,keenan allen,trey mcbride,browns
9.33683,119.8,60000,0.67,jayden daniels,rico dowdle,josh jacobs,jacory croskeymerritt,drake london,keenan allen,xavier worthy,hunter henry,cardinals
9.33573,120.5,60000,0.67,dak prescott,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,tetairoa mcmillan,emeka egbuka,trey mcbride,browns
9.33555,120.0,59900,0.67,daniel jones,rico dowdle,jacory croskeymerritt,javonte williams,drake london,keenan allen,emeka egbuka,trey mcbride,browns
9.33491,120.3,59900,0.67,dak prescott,rico dowdle,rachaad white,josh jacobs,stefon diggs,puka nacua,keenan allen,michael mayer,browns
9.33488,121.2,60000,0.67,dak prescott,rico dowdle,josh jacobs,javonte williams,stefon diggs,drake london,ladd mcconkey,sam laporta,browns
9.33447,120.7,60000,0.67,daniel jones,rico dowdle,christian mccaffrey,jacory croskeymerritt,george pickens,keenan allen,ladd mcconkey,trey mcbride,browns
9.3342,119.1,60000,0.67,patrick mahomes,rachaad white,josh jacobs,javonte williams,george pickens,ladd mcconkey,khalil shakir,michael mayer,steelers
9.33302,120.2,60000,0.67,justin herbert,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,drake london,puka nacua,michael mayer,browns
9.32861,120.9,60000,0.67,justin herbert,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,drake london,george pickens,sam laporta,browns
9.32443,119.5,59800,0.67,justin herbert,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,keenan allen,michael mayer,browns
9.32208,119.9,60000,0.67,jordan love,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,keenan allen,emeka egbuka,trey mcbride,browns
9.31928,119.2,59900,0.67,josh allen,rico dowdle,rachaad white,travis etienne,stefon diggs,puka nacua,keenan allen,michael mayer,raiders
9.31858,120.1,60000,0.67,matthew stafford,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,george pickens,zach ertz,browns
9.31735,120.8,59800,0.67,justin herbert,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,drake london,george pickens,trey mcbride,browns
9.31717,121.2,59900,0.67,matthew stafford,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,drake london,george pickens,trey mcbride,browns
9.31684,119.5,59900,0.67,justin herbert,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,ladd mcconkey,michael mayer,browns
9.31326,120.4,60000,0.67,justin herbert,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,george pickens,jaylen waddle,trey mcbride,browns
9.31286,120.6,59900,0.67,justin herbert,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,george pickens,tetairoa mcmillan,trey mcbride,browns
9.31268,120.1,60000,0.67,jordan love,rico dowdle,jacory croskeymerritt,javonte williams,drake london,george pickens,keenan allen,trey mcbride,browns
9.31047,119.3,60000,0.67,justin herbert,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,george pickens,emeka egbuka,zach ertz,browns
9.30975,119.7,60000,0.67,justin herbert,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,keenan allen,zach ertz,dolphins
9.30968,120.8,60000,0.67,jordan love,rico dowdle,rachaad white,josh jacobs,stefon diggs,george pickens,keenan allen,trey mcbride,browns
9.30894,119.7,60000,0.67,jordan love,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,george pickens,keenan allen,trey mcbride,packers
9.30878,120.3,59900,0.67,matthew stafford,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,drake london,puka nacua,zach ertz,browns
9.30876,120.1,59600,0.67,justin herbert,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,george pickens,keenan allen,trey mcbride,browns
9.30859,120.3,59800,0.67,jordan love,rico dowdle,rachaad white,jacory croskeymerritt,stefon diggs,puka nacua,keenan allen,trey mcbride,browns
9.30632,119.7,60000,0.67,justin herbert,rico dowdle,christian mccaffrey,jacory croskeymerritt,stefon diggs,george pickens,keenan allen,travis kelce,browns
9.30549,120.3,59900,0.67,jordan love,rico dowdle,josh jacobs,javonte williams,stefon diggs,keenan allen,ladd mcconkey,trey mcbride,browns
9.30486,119.5,60000,0.67,justin herbert,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,jaylen waddle,zach ertz,browns
9.30447,119.7,59900,0.67,justin herbert,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,tetairoa mcmillan,zach ertz,browns
9.30429,120.1,60000,0.67,matthew stafford,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,tetairoa mcmillan,zach ertz,browns
9.30346,120.6,59900,0.67,justin herbert,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,drake london,jaylen waddle,trey mcbride,browns
9.30306,120.8,59800,0.67,justin herbert,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,drake london,tetairoa mcmillan,trey mcbride,browns
9.30147,119.7,59800,0.67,justin herbert,rico dowdle,josh jacobs,javonte williams,stefon diggs,george pickens,keenan allen,zach ertz,browns
9.30138,120.4,60000,0.67,justin herbert,rico dowdle,jacory croskeymerritt,bijan robinson,stefon diggs,george pickens,keenan allen,trey mcbride,browns
9.30129,119.9,60000,0.67,jordan love,rico dowdle,rachaad white,javonte williams,stefon diggs,puka nacua,keenan allen,zach ertz,browns
9.301,120.3,59900,0.67,jordan love,rico dowdle,rachaad white,jacory croskeymerritt,stefon diggs,puka nacua,ladd mcconkey,trey mcbride,browns
9.30069,119.4,60000,0.67,matthew stafford,rico dowdle,jacory croskeymerritt,javonte williams,puka nacua,keenan allen,ladd mcconkey,sam laporta,browns
9.30042,119.6,60000,0.67,matthew stafford,rico dowdle,josh jacobs,javonte williams,stefon diggs,george pickens,keenan allen,travis kelce,browns
9.30019,119.6,59700,0.67,matthew stafford,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,keenan allen,zach ertz,browns
9.29988,121.0,59900,0.67,jordan love,rico dowdle,rachaad white,josh jacobs,stefon diggs,drake london,keenan allen,trey mcbride,browns
9.2995,120.5,59900,0.67,drake maye,rico dowdle,christian mccaffrey,ashton jeanty,stefon diggs,keenan allen,ladd mcconkey,hunter henry,browns
9.29933,119.1,59800,0.67,matthew stafford,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,keenan allen,travis kelce,browns
9.29914,119.9,59900,0.67,jordan love,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,drake london,keenan allen,trey mcbride,packers
9.29839,120.1,60000,0.67,jordan love,rico dowdle,josh jacobs,jacory croskeymerritt,drake london,keenan allen,tetairoa mcmillan,trey mcbride,browns
9.29766,118.6,59600,0.67,dak prescott,rico dowdle,jacory croskeymerritt,javonte williams,puka nacua,keenan allen,ladd mcconkey,zach ertz,browns
9.29732,119.6,60000,0.67,matthew stafford,rico dowdle,jacory croskeymerritt,javonte williams,drake london,keenan allen,emeka egbuka,trey mcbride,browns
9.2965,119.4,59900,0.67,jordan love,rico dowdle,josh jacobs,jacory croskeymerritt,george pickens,keenan allen,ladd mcconkey,trey mcbride,browns
9.29594,119.6,60000,0.67,matthew stafford,rico dowdle,rachaad white,jacory croskeymerritt,stefon diggs,puka nacua,george pickens,travis kelce,browns
9.29527,121.8,59800,0.67,jayden daniels,rico dowdle,rachaad white,bijan robinson,stefon diggs,drake london,michael pittman,trey mcbride,dolphins
9.29508,120.1,60000,0.67,matthew stafford,rico dowdle,rachaad white,jacory croskeymerritt,drake london,puka nacua,keenan allen,sam laporta,browns
9.29465,119.7,60000,0.67,jordan love,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,keenan allen,tetairoa mcmillan,trey mcbride,packers
9.29433,120.3,60000,0.67,matthew stafford,rico dowdle,rachaad white,josh jacobs,stefon diggs,keenan allen,emeka egbuka,trey mcbride,browns
9.29359,119.2,60000,0.67,matthew stafford,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,keenan allen,emeka egbuka,trey mcbride,packers
9.29316,118.6,59900,0.67,baker mayfield,josh jacobs,jacory croskeymerritt,javonte williams,drake london,george pickens,keenan allen,michael mayer,browns
9.2926,119.6,59800,0.67,matthew stafford,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,ladd mcconkey,zach ertz,browns
9.2923,119.0,60000,0.67,jordan love,rico dowdle,rachaad white,jacory croskeymerritt,puka nacua,george pickens,keenan allen,zach ertz,browns
9.29229,121.0,60000,0.67,jordan love,rico dowdle,rachaad white,josh jacobs,stefon diggs,drake london,ladd mcconkey,trey mcbride,browns
9.29174,119.1,59900,0.67,matthew stafford,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,ladd mcconkey,travis kelce,browns
9.29155,119.9,60000,0.67,jordan love,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,drake london,ladd mcconkey,trey mcbride,packers
9.29135,119.7,60000,0.67,matthew stafford,rico dowdle,rachaad white,jacory croskeymerritt,stefon diggs,puka nacua,keenan allen,sam laporta,packers
9.29064,119.5,60000,0.67,matthew stafford,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,keenan allen,zach ertz,raiders
9.29063,119.8,59900,0.67,matthew stafford,rico dowdle,josh jacobs,javonte williams,stefon diggs,drake london,keenan allen,travis kelce,browns
9.28889,120.5,59900,0.67,josh allen,rico dowdle,christian mccaffrey,bijan robinson,stefon diggs,keenan allen,khalil shakir,michael mayer,cardinals
9.28811,118.5,59900,0.67,jordan love,rico dowdle,jacory croskeymerritt,javonte williams,puka nacua,keenan allen,ladd mcconkey,zach ertz,browns
9.28736,119.7,60000,0.67,matthew stafford,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,drake london,george pickens,zach ertz,packers
9.2867,119.6,59800,0.67,jordan love,rico dowdle,josh jacobs,jacory croskeymerritt,drake london,keenan allen,ladd mcconkey,trey mcbride,browns
9.28644,120.5,60000,0.67,matthew stafford,rico dowdle,christian mccaffrey,jacory croskeymerritt,drake london,keenan allen,ladd mcconkey,trey mcbride,browns
9.28548,119.4,59900,0.67,jordan love,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,george pickens,michael mayer,browns
9.28528,119.4,60000,0.67,jordan love,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,george pickens,keenan allen,jake ferguson,browns
9.28034,118.5,60000,0.67,dak prescott,rico dowdle,josh jacobs,jacory croskeymerritt,george pickens,tetairoa mcmillan,ladd mcconkey,zach ertz,packers
9.26329,120.0,59900,0.67,sam darnold,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,keenan allen,trey mcbride,browns
9.26092,119.1,60000,0.67,bryce young,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,keenan allen,travis kelce,browns
9.2557,120.0,60000,0.67,sam darnold,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,ladd mcconkey,trey mcbride,browns
9.25459,120.7,60000,0.67,sam darnold,rico dowdle,josh jacobs,javonte williams,stefon diggs,drake london,keenan allen,trey mcbride,browns
9.25103,119.3,60000,0.67,bryce young,rico dowdle,jacory croskeymerritt,javonte williams,puka nacua,keenan allen,ladd mcconkey,trey mcbride,browns
9.2501,120.7,60000,0.67,sam darnold,rico dowdle,rachaad white,jacory croskeymerritt,stefon diggs,drake london,puka nacua,trey mcbride,browns
9.2456,119.8,60000,0.67,sam darnold,rico dowdle,josh jacobs,jacory croskeymerritt,drake london,george pickens,keenan allen,trey mcbride,browns
9.24542,120.0,60000,0.67,bryce young,rico dowdle,rachaad white,jacory croskeymerritt,drake london,puka nacua,keenan allen,trey mcbride,browns
9.24241,121.3,60000,0.67,baker mayfield,rico dowdle,christian mccaffrey,javonte williams,stefon diggs,drake london,keenan allen,kyle pitts sr,dolphins
9.24187,119.4,60000,0.67,sam darnold,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,george pickens,keenan allen,trey mcbride,packers
9.24169,119.6,60000,0.67,bryce young,rico dowdle,rachaad white,jacory croskeymerritt,stefon diggs,puka nacua,keenan allen,trey mcbride,packers
9.24046,118.4,60000,0.67,daniel jones,rico dowdle,rachaad white,jacory croskeymerritt,puka nacua,jaylen waddle,davante adams,zach ertz,browns
9.2382,118.3,60000,0.67,drake maye,jacory croskeymerritt,javonte williams,dandre swift,stefon diggs,puka nacua,keenan allen,travis kelce,raiders
9.23721,118.9,60000,0.67,sam darnold,rico dowdle,jacory croskeymerritt,javonte williams,drake london,puka nacua,keenan allen,zach ertz,browns
9.23559,120.0,60000,0.67,bryce young,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,george pickens,sam laporta,browns
9.23421,119.6,60000,0.67,sam darnold,rico dowdle,rachaad white,josh jacobs,stefon diggs,puka nacua,keenan allen,zach ertz,browns
9.23347,118.5,60000,0.67,sam darnold,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,keenan allen,zach ertz,packers
9.23207,119.6,59900,0.67,sam darnold,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,drake london,keenan allen,trey mcbride,packers
9.22943,120.0,59800,0.67,caleb williams,jacory croskeymerritt,javonte williams,jonathan taylor,stefon diggs,tetairoa mcmillan,chris olave,trey mcbride,browns
9.22601,119.8,59900,0.67,trevor lawrence,rico dowdle,josh jacobs,devon achane,stefon diggs,ladd mcconkey,emeka egbuka,hunter henry,browns
9.22579,120.2,59900,0.67,bryce young,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,drake london,puka nacua,sam laporta,browns
9.22506,119.6,60000,0.67,mac jones,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,keenan allen,trey mcbride,browns
9.22448,119.6,60000,0.67,sam darnold,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,drake london,ladd mcconkey,trey mcbride,packers
9.22271,119.3,59900,0.67,bryce young,rico dowdle,josh jacobs,javonte williams,stefon diggs,puka nacua,keenan allen,michael mayer,browns
9.22172,119.2,59900,0.67,bryce young,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,keenan allen,hunter henry,browns
9.22135,121.1,60000,0.67,bryce young,rico dowdle,christian mccaffrey,jacory croskeymerritt,stefon diggs,drake london,george pickens,trey mcbride,browns
9.2213,120.0,60000,0.67,bryce young,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,tetairoa mcmillan,sam laporta,browns
9.22103,118.2,59900,0.67,sam darnold,rico dowdle,josh jacobs,jacory croskeymerritt,puka nacua,keenan allen,ladd mcconkey,zach ertz,browns
9.22017,117.7,60000,0.67,sam darnold,rico dowdle,jacory croskeymerritt,javonte williams,puka nacua,keenan allen,ladd mcconkey,travis kelce,browns
9.2198,118.9,60000,0.67,bryce young,rico dowdle,josh jacobs,jacory croskeymerritt,drake london,keenan allen,ladd mcconkey,trey mcbride,packers
9.2184,119.1,59900,0.67,sam darnold,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,george pickens,michael mayer,browns
9.2172,119.5,59700,0.67,bryce young,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,keenan allen,sam laporta,browns
9.21605,119.5,59900,0.67,bryce young,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,george pickens,emeka egbuka,trey mcbride,browns
9.21533,119.9,59900,0.67,bryce young,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,keenan allen,trey mcbride,dolphins
9.21533,119.9,60000,0.67,spencer rattler,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,keenan allen,trey mcbride,browns
9.21512,119.3,60000,0.67,bryce young,rico dowdle,josh jacobs,javonte williams,stefon diggs,puka nacua,ladd mcconkey,michael mayer,browns
9.21503,118.7,60000,0.67,justin herbert,rico dowdle,josh jacobs,javonte williams,drake london,keenan allen,jaylen waddle,zach ertz,dolphins
9.21456,118.4,60000,0.67,sam darnold,rico dowdle,rachaad white,jacory croskeymerritt,drake london,puka nacua,keenan allen,travis kelce,browns
9.21413,119.2,60000,0.67,bryce young,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,ladd mcconkey,hunter henry,browns
9.21373,118.4,59900,0.67,bryce young,rico dowdle,josh jacobs,jacory croskeymerritt,puka nacua,george pickens,keenan allen,michael mayer,browns
9.21342,118.7,60000,0.67,trevor lawrence,rico dowdle,christian mccaffrey,rachaad white,tetairoa mcmillan,ladd mcconkey,emeka egbuka,michael mayer,packers
9.21328,119.4,60000,0.67,geno smith,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,george pickens,zach ertz,browns
9.21114,120.4,60000,0.67,bryce young,rico dowdle,josh jacobs,javonte williams,stefon diggs,george pickens,tetairoa mcmillan,trey mcbride,browns
9.21083,118.0,60000,0.67,sam darnold,rico dowdle,rachaad white,jacory croskeymerritt,stefon diggs,puka nacua,keenan allen,travis kelce,packers
9.21044,119.7,59900,0.67,bryce young,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,jaylen waddle,trey mcbride,browns
